COD;DESCRIP;ACCIONF;UNIDAD;CODLAB;NETO;MARCA;CODBAR;UNIENT;CAN_ING;CAN_IN2;VALCOM;FECHA;VENCE;CONTEN;CLIENTE;MODIFICA;MINIMO;MAX;STOCK;SW_TIPO;SW_TIPO2;novigente
FH21302;ZOPICLONA 7.5 COMP                 ;HIPNOTICO                ;CAJA ;  ;3500;0;               ;CAJA ;17.00;0.0;2220;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;10;30;15;1;0;0
FE20301;TRACELYTE 2 ML                                    ;VITAMINOTERAPIA          ;AMP  ;  ;2200;0;1,78001E+13;CAJA ;28.00;0.0;1100;01-01-1900 0:00;01-01-1900 0:00;5;               ;NULL;60;100;49;1;0;0
FB05001;FOLISANIN                          ;ANTIANEMICO              ;COMP ;  ;130;0;               ;CAJA ;30.00;0.0;61;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;200;300;210;1;0;0
FA51306;CLONAZEPAN 2 MG               ;ANSIOLITICO              ;COMP ;  ;90;0;               ;CAJA ;155.00;0.0;50;01-01-1900 0:00;01-01-1900 0:00;500;               ;NULL;500;10000;1887;2;0;0
F122801;Cloruro potasio 10% x 10 ml        ;TERAPIA DE POTASIO       ;AMP  ;  ;400;0;               ;CAJA ;94.00;0.0;250;01-01-1900 0:00;01-01-1900 0:00;100;               ;NULL;100;200;100;1;0;0
FA51307;FENOBARBITAL 100MG X 10       ;ANTIEPILEPTICO;COMP ;  ;3500;0;               ;CAJA ;47.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1000;               ;NULL;0;0;0;2;0;0
FM41302;BETAMETASONA  CREMA                ;CORTICOSTEROIDE          ;TUB  ;  ;990;0;               ;TUB  ;9.00;0.0;540;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;10;30;21;1;0;0
F000 05;SULFATO FERROSO                                   ;SUPLEMENTO NUTRICIONAL;COMP ;  ;40;0;7,80001E+12;CAJA ;517.00;0.0;13;01-01-1900 0:00;01-01-1900 0:00;20;               ;NULL;100;30;260;1;0;0
FA30404;CORTIGRIP;;COMP ;NULL;385;NULL;               ;CAJA ;NULL;NULL;0;01-01-1900 0:00;01-01-1900 0:00;20;NULL;NULL;0;0;0;1;0;0
UA10 61;REPOSICION VIDRIO             ;ACTIVADOR CEREBRAL       ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
F253701;CORENTEL 2,5 MGS X 30 COM     ;ANTIHIPERTENSIVO         ;CAJA ;  ;12525;0;               ;CAJA ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
FA10 07;ESCITALOPRAN 10 MGS X 30 COM                      ;ANTIDEPRESIVO            ;CAJA ;  ;5670;0;7,80001E+12;CAJA ;6.00;0.0;3600;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;5;10;8;4;0;0
UL90 01;FILTRO ANTIBACTERIAL C/CONECTO;VASODILATADOR            ;UNID;  ;18750;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UAX0 01;CONECTOR 8-9-10 CMT           ;ANOREXIGENO              ;UNID;  ;12495;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UA10 62;FCO POLICARBONATO 1 LITRO     ;ACTIVADOR CEREBRAL       ;UNID;  ;58905;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UA10 63;FCO POLICARBONATO 2 LITROS    ;ACTIVADOR CEREBRAL       ;UNID;  ;73185;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UA10 64;SET DE MANGUERAS 6 X 10       ;ACTIVADOR CEREBRAL       ;UNID;  ;25883;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
FA10 08;DIPEMINA                      ;FLEBOTONICO              ;CAJA ;  ;53000;0;               ;CAJA ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FA10 09;MUPIROCINA CREMA              ;ANTIBACTERIANO;TUB  ;  ;17770;0;               ;TUB  ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
UA20 01;EX. CALCIO                    ;ANABOLICO                ;UNID;  ;1960;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA20 02;EX. CREATINQUINASA CK-MB      ;ANABOLICO                ;UNID;  ;7500;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA20 03;EX. COLESTEROL TOTAL          ;ANABOLICO                ;UNID;  ;2000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA20 08;EX. FOSFATAS ALCALINAS        ;ANABOLICO                ;UNID;  ;2000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA40 01;EX. T3 LIBRE                  ;ANOVULATORIO             ;UNID;  ;6600;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA50 09;EX. ANFETAMINAS EN ORINA      ;ANSIOLITICO              ;UNID;  ;12310;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
FD20 01;COTRIMOXAZOL FORTE            ;SULFATERAPIA             ;CAJA ;  ;2400;0;               ;CAJA ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
FB30 01;NOVOTHYRAL X 30 COMP          ;ANTIASMATICO             ;UNID;  ;8100;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;0;1
FA50 03;CEBION 2000 X 10              ;VITAMINOTERAPIA          ;FCO  ;  ;5000;0;               ;FCO  ;15.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
FC50 01;ALCOHOL 500 ML                ;ANTISEPTICO              ;FCO  ;  ;1510;0;               ;CAJA ;1.00;0.0;850;01-01-1900 0:00;01-01-1900 0:00;36;               ;NULL;0;0;0;1;0;0
UA10 67;EX. CREATININA                ;ACTIVADOR CEREBRAL       ;UNID;  ;1900;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UD20 01;EX. HEMOGRAMAS Y VHS          ;ANTIACNE                 ;UNID;  ;4340;0;               ;UNID;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA50 10;EX. TSH                       ;ANSIOLITICO              ;UNID;  ;6600;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA70 02;EX. T4 LIBRE                  ;ANTIAEROFAGICO           ;UNID;  ;7580;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA50 12;EX. TTPK                      ;ANSIOLITICO              ;UNID;  ;3450;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA40 03;EX. VDRL                      ;ANOVULATORIO             ;UNID;  ;4430;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA30 12;GUANTE / POSA OLLA            ;USO GENERAL;UNID ;  ;399;0;               ;UNID ;0.00;0.0;50;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;3000;1;1;0
UA40 05;ALIMENTACION ESPECIAL         ;ANOVULATORIO             ;UNID;  ;50000;0;               ;     ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UAX0 03;EX. TEST DE DROGA COCAINA O.C ;ANOREXIGENO              ;UNID;  ;12310;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA60 02;EX. DROGRAS EN ORINA          ;ANTIACIDO                ;UNID;  ;12310;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA40 07;MOVILIZACION Y TRASLADO       ;ANOVULATORIO             ;UNID;  ;20000;0;               ;     ;10.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA40 08;PELU BRUSCHING                ;USO GENERAL              ;UNID;  ;1;0;               ;     ;100.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA40 09;PELU MASAJE CAPILAR           ;USO GENERAL              ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA90 01;PELU LAVADO                   ;USO GENERAL              ;UNID;  ;1;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 01;EX. HEMORRAGIAS OCULTAS       ;ANESTESICO               ;UNID;  ;2000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UA30 13;EX. RECUENTO LEUCOCITOS FD    ;ANALGESICO               ;UNID;  ;3700;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA30 14;MOVILIZACION                  ;ANALGESICO               ;UNID;  ;50000;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UL80 40;PELU VARIOS 8;USO GENERAL              ;UNID;NULL;1;NULL;               ;     ;NULL;NULL;NULL;01-01-1900 0:00;01-01-1900 0:00;0;NULL;NULL;0;0;0;1;7;1
UA30 15;RETIRO DE CAJA                ;ANALGESICO               ;UNID;  ;10;0;               ;     ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UD20 03;EX LITIO U. CATOLICA          ;ANTIACNE                 ;UNID;  ;10;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
UA40 10;EX. T4                        ;ANOVULATORIO             ;UNID;  ;6600;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA30 16;EX. UROCULTIVO + ATB          ;ANALGESICO               ;UNID;  ;5500;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UB00 01;EX. T3                        ;ANTIANEMICO              ;UNID;  ;6600;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA50 14;EX. NIVELES A. VALPROICO      ;ANSIOLITICO              ;UNID;  ;8175;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UD20 05;EX. NIVELES CARBAMAZEPINA UC  ;ANTIACNE                 ;UNID;  ;48970;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UA10 69;INYECCIONES DE DISULFIRAN AMB ;ACTIVADOR CEREBRAL       ;UNID;  ;50000;0;               ;     ;1.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;1;NULL
FA30 01;XARELTO 10 X 10 COMP          ;ANTITROMBOTICO           ;CAJA ;  ;43879;0;               ;CAJA ;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;1;0;0
FH14801;SOMNO 10 MGS                  ;HIPNOTICO                ;CAJA ;  ;40000;0;               ;CAJA ;4.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;1;               ;NULL;0;0;0;4;0;0
UA10 70;EX. NIVELES DE CARBAMAZEPINA  ;ACTIVADOR CEREBRAL       ;UNID;  ;12320;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UA10 73;EX. BARBITURICOS EN ORINA     ;ACTIVADOR CEREBRAL       ;UNID;  ;12310;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 75;EX. DIGOXINA                  ;ACTIVADOR CEREBRAL       ;UNID;  ;8180;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 76;EX. FENITOINA                 ;ACTIVADOR CEREBRAL       ;UNID;  ;8180;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 77;EX. FENOBARBITAL              ;ACTIVADOR CEREBRAL       ;UNID;  ;8180;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;1;0
UA10 79;EX. ACIDO URICO               ;ACTIVADOR CEREBRAL       ;UNID;  ;2280;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 81;EX. ALBUMINA                  ;ACTIVADOR CEREBRAL       ;UNID;  ;2120;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA10 83;EX. AMILASA                   ;ACTIVADOR CEREBRAL       ;UNID;  ;3480;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA30 17;EX. ANTIGENO PROSTATICO PSA.T ;ANALGESICO               ;UNID;  ;13280;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA30 18;EX. BILIRRUBINA DIRECTA       ;ANALGESICO               ;UNID;  ;2180;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA30 20;EX. BILIRRUBINA INDIRECTA     ;ANALGESICO               ;UNID;  ;2180;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA30 21;EX. BILIRRUBINA TOTAL         ;ANALGESICO               ;UNID;  ;1960;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UA30 22;EX. CALCIO                    ;ANALGESICO               ;UNID;  ;1860;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UA30 23;EX. COLESTEROL HDL            ;ANALGESICO               ;UNID;  ;2930;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 02;EX. COLESTEROL TOTAL          ;ANESTESICO               ;UNID;  ;2000;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 03;EX. COPROCULTIVO              ;ANESTESICO               ;UNID;  ;6050;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 04;EX. COPROPARASITOLOGICO SERIAD;ANESTESICO               ;UNID;  ;5760;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 09;EX. CREATINQUINASA TOTAL CK   ;ANESTESICO               ;UNID;  ;5300;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 25;EX. ELECTROLITOS PLASMATICOS  ;ANESTESICO               ;UNID;  ;5250;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 29;EX. FACTOR REUMATODEO         ;ANESTESICO               ;UNID;  ;6730;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 30;EX. FERREMIA                  ;ANESTESICO               ;UNID;  ;3090;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 31;EX. FERRITINA                 ;ANESTESICO               ;UNID;  ;7900;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 32;EX. FOSFATASAS ALCALINAS TOTAL;ANESTESICO               ;UNID;  ;1970;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 34;EX. FOSFORO FOSFATOS          ;ANESTESICO               ;UNID;  ;2570;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
UC50 35;EX. GAMA GLUTAMIL             ;ANESTESICO               ;UNID;  ;3200;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;NULL;1;7;NULL
UC50 36;EX. GLICEMIA                  ;ANESTESICO               ;UNID;  ;1870;0;               ;UNID;0.00;0.0;0;01-01-1900 0:00;01-01-1900 0:00;0;               ;NULL;0;0;0;1;7;0
